ZIP,ZIPType,CityName,StateAbbr,ZCTA_USE
18690,U,Dallas,PA,18612
18701,S,Wilkes Barre,PA,18701
18702,S,Wilkes Barre,PA,18702
18703,P,Wilkes Barre,PA,18701
18704,S,Kingston,PA,18704
18705,S,Wilkes Barre,PA,18705
18706,S,Wilkes Barre,PA,18706
18707,S,Mountain Top,PA,18707
18708,S,Shavertown,PA,18708
18709,S,Luzerne,PA,18709
18710,P,Wilkes Barre,PA,18701
18711,S,Wilkes Barre,PA,18706
18762,U,Wilkes Barre,PA,18702
18764,U,Wilkes Barre,PA,18705
18765,U,Wilkes Barre,PA,18706
18766,U,Wilkes Barre,PA,18701
18767,U,Wilkes Barre,PA,18702
18769,U,Wilkes Barre,PA,18702
18773,P,Wilkes Barre,PA,18701
18801,S,Montrose,PA,18801
18810,S,Athens,PA,18810
18812,S,Brackney,PA,18812
18813,P,Brooklyn,PA,18826
18814,P,Burlington,PA,18814
18815,P,Camptown,PA,18853
18816,P,Dimock,PA,18816
18817,S,East Smithfield,PA,18817
18818,S,Friendsville,PA,18818
18820,P,Gibson,PA,18823
18821,S,Great Bend,PA,18821
18822,S,Hallstead,PA,18822
18823,S,Harford,PA,18823
18824,S,Hop Bottom,PA,18824
18825,S,Jackson,PA,18825
18826,S,Kingsley,PA,18826
18827,P,Lanesboro,PA,18847
18828,S,Lawton,PA,18828
18829,S,Le Raysville,PA,18829
18830,S,Little Meadows,PA,18830
18831,S,Milan,PA,18831
18832,S,Monroeton,PA,18832
18833,S,New Albany,PA,18833
18834,S,New Milford,PA,18834
18837,S,Rome,PA,18837
18840,S,Sayre,PA,18840
18842,S,South Gibson,PA,18842
18843,P,South Montrose,PA,18843
18844,S,Springville,PA,18844
18845,S,Stevensville,PA,18845
18846,S,Sugar Run,PA,18846
18847,S,Susquehanna,PA,18847
18848,S,Towanda,PA,18848
18850,S,Ulster,PA,18850
18851,S,Warren Center,PA,18851
18853,S,Wyalusing,PA,18853
18854,S,Wysox,PA,18854
18901,S,Doylestown,PA,18901
18902,S,Doylestown,PA,18902
18910,P,Bedminster,PA,18944
18911,P,Blooming Glen,PA,18944
18912,P,Buckingham,PA,18912
18913,S,Carversville,PA,18913
18914,S,Chalfont,PA,18914
18915,S,Colmar,PA,18915
18916,P,Danboro,PA,18901
18917,S,Dublin,PA,18917
18918,P,Earlington,PA,18969
18920,S,Erwinna,PA,18920
18921,P,Ferndale,PA,18972
18922,P,Forest Grove,PA,18925
18923,S,Fountainville,PA,18923
18924,P,Franconia,PA,18969
18925,S,Furlong,PA,18925
18926,P,Gardenville,PA,18947
18927,S,Hilltown,PA,18944
18928,P,Holicong,PA,18902
18929,S,Jamison,PA,18929
18930,S,Kintnersville,PA,18930
18931,P,Lahaska,PA,18938
18932,S,Line Lexington,PA,18932
18933,S,Lumberville,PA,18938
18934,S,Mechanicsville,PA,18902
18935,P,Milford Square,PA,18935
18936,S,Montgomeryville,PA,18936
18938,S,New Hope,PA,18938
18940,S,Newtown,PA,18940
18942,S,Ottsville,PA,18942
18943,P,Penns Park,PA,18940
18944,S,Perkasie,PA,18944
18946,P,Pineville,PA,18940
18947,S,Pipersville,PA,18947
18949,P,Plumsteadville,PA,18947
18950,P,Point Pleasant,PA,18950
18951,S,Quakertown,PA,18951
18953,P,Revere,PA,18942
18954,S,Richboro,PA,18954
18955,S,Richlandtown,PA,18955
18956,P,Rushland,PA,18929
18957,P,Salford,PA,19438
18958,P,Salfordville,PA,19438
18960,S,Sellersville,PA,18960
18962,P,Silverdale,PA,18962
18963,P,Solebury,PA,18938
18964,S,Souderton,PA,18964
18966,S,Southampton,PA,18966
18968,P,Spinnerstown,PA,18951
18969,S,Telford,PA,18969
18970,P,Trumbauersville,PA,18970
18971,P,Tylersport,PA,18969
18972,S,Upper Black Eddy,PA,18972
18974,S,Warminster,PA,18974
18976,S,Warrington,PA,18976
18977,S,Washington Crossing,PA,18977
18979,P,Woxall,PA,19438
18980,P,Wycombe,PA,18980
18981,P,Zionhill,PA,18951
18991,U,Warminster,PA,18974
19001,S,Abington,PA,19001
19002,S,Ambler,PA,19002
19003,S,Ardmore,PA,19003
19004,S,Bala Cynwyd,PA,19004
19006,S,Huntingdon Valley,PA,19006
19007,S,Bristol,PA,19007
19008,S,Broomall,PA,19008
19009,P,Bryn Athyn,PA,19009
19010,S,Bryn Mawr,PA,19010
19012,S,Cheltenham,PA,19012
19013,S,Chester,PA,19013
19014,S,Aston,PA,19014
19015,S,Brookhaven,PA,19015
19016,P,Chester,PA,19013
19017,P,Chester Heights,PA,19017
19018,S,Clifton Heights,PA,19018
19019,P,Philadelphia,PA,19116
19020,S,Bensalem,PA,19020
19021,S,Croydon,PA,19021
19022,S,Crum Lynne,PA,19022
19023,S,Darby,PA,19023
19025,S,Dresher,PA,19025
19026,S,Drexel Hill,PA,19026
19027,S,Elkins Park,PA,19027
19028,P,Edgemont,PA,19073
19029,S,Essington,PA,19029
19030,S,Fairless Hills,PA,19030
19031,S,Flourtown,PA,19031
19032,S,Folcroft,PA,19032
19033,S,Folsom,PA,19033
19034,S,Fort Washington,PA,19034
19035,S,Gladwyne,PA,19035
19036,S,Glenolden,PA,19036
19037,P,Glen Riddle Lima,PA,19063
19038,S,Glenside,PA,19038
19039,P,Gradyville,PA,19342
19040,S,Hatboro,PA,19040
19041,S,Haverford,PA,19041
19043,S,Holmes,PA,19043
19044,S,Horsham,PA,19044
19046,S,Jenkintown,PA,19046
19047,S,Langhorne,PA,19047
19048,U,Fort Washington,PA,19053
19049,U,Fort Washington,PA,19053
19050,S,Lansdowne,PA,19050
19052,P,Lenni,PA,19063
19053,S,Feasterville Trevose,PA,19053
19054,S,Levittown,PA,19054
19055,S,Levittown,PA,19055
19056,S,Levittown,PA,19056
19057,S,Levittown,PA,19057
19058,P,Levittown,PA,19055
19060,S,Garnet Valley,PA,19060
19061,S,Marcus Hook,PA,19061
19063,S,Media,PA,19063
19064,S,Springfield,PA,19064
19065,P,Media,PA,19063
19066,S,Merion Station,PA,19066
19067,S,Morrisville,PA,19067
19070,S,Morton,PA,19070
19072,S,Narberth,PA,19072
19073,S,Newtown Square,PA,19073
19074,S,Norwood,PA,19074
19075,S,Oreland,PA,19075
19076,S,Prospect Park,PA,19076
19078,S,Ridley Park,PA,19078
19079,S,Sharon Hill,PA,19079
19080,U,Wayne,PA,19087
19081,S,Swarthmore,PA,19081
19082,S,Upper Darby,PA,19082
19083,S,Havertown,PA,19083
19085,S,Villanova,PA,19085
19086,S,Wallingford,PA,19086
19087,S,Wayne,PA,19087
19088,U,Wayne,PA,19087
19089,U,Wayne,PA,19087
19090,S,Willow Grove,PA,19090
19091,U,Media,PA,19063
19092,U,Philadelphia,PA,19104
19093,U,Philadelphia,PA,19104
19094,S,Woodlyn,PA,19094
19095,S,Wyncote,PA,19095
19096,S,Wynnewood,PA,19096
19098,U,Holmes,PA,19043
19099,U,Philadelphia,PA,19107
19101,P,Philadelphia,PA,19104
19102,S,Philadelphia,PA,19102
19103,S,Philadelphia,PA,19103
19104,S,Philadelphia,PA,19104
19105,P,Philadelphia,PA,19107
19106,S,Philadelphia,PA,19106
19107,S,Philadelphia,PA,19107
19108,P,Philadelphia,PA,19107
19109,S,Philadelphia,PA,19109
19110,S,Philadelphia,PA,19107
19111,S,Philadelphia,PA,19111
19112,S,Philadelphia,PA,19112
19113,S,Philadelphia,PA,19113
19114,S,Philadelphia,PA,19114
19115,S,Philadelphia,PA,19115
19116,S,Philadelphia,PA,19116
19118,S,Philadelphia,PA,19118
19119,S,Philadelphia,PA,19119
19120,S,Philadelphia,PA,19120
19121,S,Philadelphia,PA,19121
19122,S,Philadelphia,PA,19122
19123,S,Philadelphia,PA,19123
19124,S,Philadelphia,PA,19124
19125,S,Philadelphia,PA,19125
19126,S,Philadelphia,PA,19126
19127,S,Philadelphia,PA,19127
19128,S,Philadelphia,PA,19128
19129,S,Philadelphia,PA,19129
19130,S,Philadelphia,PA,19130
19131,S,Philadelphia,PA,19131
19132,S,Philadelphia,PA,19132
19133,S,Philadelphia,PA,19133
19134,S,Philadelphia,PA,19134
19135,S,Philadelphia,PA,19135
19136,S,Philadelphia,PA,19136
19137,S,Philadelphia,PA,19137
19138,S,Philadelphia,PA,19138
19139,S,Philadelphia,PA,19139
19140,S,Philadelphia,PA,19140
19141,S,Philadelphia,PA,19141
19142,S,Philadelphia,PA,19142
19143,S,Philadelphia,PA,19143
19144,S,Philadelphia,PA,19144
19145,S,Philadelphia,PA,19145
19146,S,Philadelphia,PA,19146
19147,S,Philadelphia,PA,19147
19148,S,Philadelphia,PA,19148
19149,S,Philadelphia,PA,19149
19150,S,Philadelphia,PA,19150
19151,S,Philadelphia,PA,19151
19152,S,Philadelphia,PA,19152
19153,S,Philadelphia,PA,19153
19154,S,Philadelphia,PA,19154
19155,P,Philadelphia,PA,19114
19160,P,Philadelphia,PA,19120
19161,U,Philadelphia,PA,19104
19162,U,Philadelphia,PA,19104
19170,U,Philadelphia,PA,19104
19171,U,Philadelphia,PA,19107
19172,U,Philadelphia,PA,19106
19173,U,Philadelphia,PA,19103
19175,U,Philadelphia,PA,19106
19176,S,Philadelphia,PA,19104
19177,U,Philadelphia,PA,19106
19178,U,Philadelphia,PA,19104
19179,U,Philadelphia,PA,19144
19181,U,Philadelphia,PA,19106
19182,U,Philadelphia,PA,19106
19183,U,Philadelphia,PA,19103
19184,U,Philadelphia,PA,19104
19185,U,Philadelphia,PA,19112
19187,U,Philadelphia,PA,19102
19188,U,Philadelphia,PA,19123
19190,S,Philadelphia,PA,19102
19191,U,Philadelphia,PA,19102
19192,U,Philadelphia,PA,19102
19193,U,Philadelphia,PA,19104
19194,U,Philadelphia,PA,19104
19195,U,Philadelphia,PA,19104
19196,U,Philadelphia,PA,19104
19197,U,Philadelphia,PA,19104
19244,U,Philadelphia,PA,19154
19255,U,Philadelphia,PA,19154
19301,S,Paoli,PA,19301
19310,S,Atglen,PA,19310
19311,S,Avondale,PA,19311
19312,S,Berwyn,PA,19312
19316,P,Brandamore,PA,19316
19317,S,Chadds Ford,PA,19317
19318,P,Chatham,PA,19390
19319,S,Cheyney,PA,19319
19320,S,Coatesville,PA,19320
19330,S,Cochranville,PA,19330
19331,P,Concordville,PA,19342
19333,S,Devon,PA,19333
19335,S,Downingtown,PA,19335
19339,U,Concordville,PA,19373
19340,U,Concordville,PA,19373
19341,S,Exton,PA,19341
19342,S,Glen Mills,PA,19342
19343,S,Glenmoore,PA,19343
19344,S,Honey Brook,PA,19344
19345,P,Immaculata,PA,19345
19346,P,Kelton,PA,19390
19347,P,Kemblesville,PA,19350
19348,S,Kennett Square,PA,19348
19350,S,Landenberg,PA,19350
19351,P,Lewisville,PA,19350
19352,S,Lincoln University,PA,19352
19353,P,Lionville,PA,19341
19354,P,Lyndell,PA,19335
19355,S,Malvern,PA,19355
19357,P,Mendenhall,PA,19348
19358,P,Modena,PA,19358
19360,P,New London,PA,19352
19362,S,Nottingham,PA,19362
19363,S,Oxford,PA,19363
19365,S,Parkesburg,PA,19365
19366,P,Pocopson,PA,19382
19367,P,Pomeroy,PA,19367
19369,P,Sadsburyville,PA,19365
19371,P,Suplee,PA,19344
19372,S,Thorndale,PA,19372
19373,S,Thornton,PA,19373
19374,S,Toughkenamon,PA,19374
19375,P,Unionville,PA,19375
19376,P,Wagontown,PA,19320
19380,S,West Chester,PA,19380
19381,P,West Chester,PA,19380
19382,S,West Chester,PA,19382
19383,U,West Chester,PA,19383
19388,U,West Chester,PA,19382
19390,S,West Grove,PA,19390
19395,P,Westtown,PA,19382
19397,P,Southeastern,PA,19087
19398,P,Southeastern,PA,19087
19399,P,Southeastern,PA,19087
19401,S,Norristown,PA,19401
19403,S,Norristown,PA,19403
19404,P,Norristown,PA,19403
19405,S,Bridgeport,PA,19405
19406,S,King of Prussia,PA,19406
19407,P,Audubon,PA,19403
19408,P,Eagleville,PA,19403
19409,P,Fairview Village,PA,19403
19415,U,Eagleville,PA,19403
19420,P,Arcola,PA,19426
19421,P,Birchrunville,PA,19425
19422,S,Blue Bell,PA,19422
19423,P,Cedars,PA,19426
19424,U,Blue Bell,PA,19422
19425,S,Chester Springs,PA,19425
19426,S,Collegeville,PA,19426
19428,S,Conshohocken,PA,19428
19429,U,Conshohocken,PA,19428
19430,P,Creamery,PA,19473
19432,P,Devault,PA,19355
19435,S,Frederick,PA,19435
19436,S,Gwynedd,PA,19436
19437,P,Gwynedd Valley,PA,19437
19438,S,Harleysville,PA,19438
19440,S,Hatfield,PA,19440
19441,U,Harleysville,PA,19438
19442,P,Kimberton,PA,19442
19443,P,Kulpsville,PA,19446
19444,S,Lafayette Hill,PA,19444
19446,S,Lansdale,PA,19446
19450,P,Lederach,PA,19438
19451,P,Mainland,PA,19438
19453,S,Mont Clare,PA,19453
19454,S,North Wales,PA,19454
19455,U,North Wales,PA,18936
19456,P,Oaks,PA,19456
19457,P,Parker Ford,PA,19457
19460,S,Phoenixville,PA,19460
19462,S,Plymouth Meeting,PA,19462
19464,S,Pottstown,PA,19464
19465,S,Pottstown,PA,19465
19468,S,Royersford,PA,19468
19470,P,Saint Peters,PA,19520
19472,P,Sassamansville,PA,19472
19473,S,Schwenksville,PA,19473
19474,P,Skippack,PA,19474
19475,S,Spring City,PA,19475
19477,S,Spring House,PA,19477
19478,P,Spring Mount,PA,18074
19480,P,Uwchland,PA,19425
19481,P,Valley Forge,PA,19460
19482,P,Valley Forge,PA,19460
19484,P,Valley Forge,PA,19406
19485,P,Valley Forge,PA,19406
19486,P,West Point,PA,19446
19490,P,Worcester,PA,19446
19492,S,Zieglerville,PA,19492
19493,U,Valley Forge,PA,19355
19494,U,Valley Forge,PA,19355
19495,U,Valley Forge,PA,19355
19496,U,Valley Forge,PA,19355
19501,P,Adamstown,PA,19501
19503,S,Bally,PA,19503
19504,S,Barto,PA,19504
19505,S,Bechtelsville,PA,19505
19506,S,Bernville,PA,19506
19507,S,Bethel,PA,19507
19508,S,Birdsboro,PA,19508
19510,S,Blandon,PA,19510
19511,P,Bowers,PA,19511
19512,S,Boyertown,PA,19512
19516,P,Centerport,PA,19541
19518,S,Douglassville,PA,19518
19519,P,Earlville,PA,19519
19520,S,Elverson,PA,19520
19522,S,Fleetwood,PA,19522
19523,P,Geigertown,PA,19523
19525,S,Gilbertsville,PA,19525
19526,S,Hamburg,PA,19526
19529,S,Kempton,PA,19529
19530,S,Kutztown,PA,19530
19533,S,Leesport,PA,19533
19534,S,Lenhartsville,PA,19534
19535,P,Limekiln,PA,19535
19536,P,Lyon Station,PA,19536
19538,P,Maxatawny,PA,19538
19539,S,Mertztown,PA,19539
19540,S,Mohnton,PA,19540
19541,S,Mohrsville,PA,19541
19542,P,Monocacy Station,PA,19542
19543,S,Morgantown,PA,19543
19544,P,Mount Aetna,PA,19544
19545,P,New Berlinville,PA,19545
19547,S,Oley,PA,19547
19548,P,Pine Forge,PA,19512
19549,P,Port Clinton,PA,19549
19550,P,Rehrersburg,PA,19550
19551,S,Robesonia,PA,19551
19554,P,Shartlesville,PA,19554
19555,S,Shoemakersville,PA,19555
19559,P,Strausstown,PA,19559
19560,S,Temple,PA,19560
19562,S,Topton,PA,19562
19564,P,Virginville,PA,19564
19565,S,Wernersville,PA,19565
19567,S,Womelsdorf,PA,19567
19601,S,Reading,PA,19601
19602,S,Reading,PA,19602
19603,P,Reading,PA,19604
19604,S,Reading,PA,19604
19605,S,Reading,PA,19605
19606,S,Reading,PA,19606
19607,S,Reading,PA,19607
19608,S,Reading,PA,19608
19609,S,Reading,PA,19609
19610,S,Reading,PA,19610
19611,S,Reading,PA,19611
19612,P,Reading,PA,19604
19701,S,Bear,DE,19701
19702,S,Newark,DE,19702
19703,S,Claymont,DE,19703
19706,P,Delaware City,DE,19706
19707,S,Hockessin,DE,19707
19708,P,Kirkwood,DE,19701
19709,S,Middletown,DE,19709
19710,P,Montchanin,DE,19710
19711,S,Newark,DE,19711
19712,U,Newark,DE,19711
19713,S,Newark,DE,19713
19714,P,Newark,DE,19711
19715,P,Newark,DE,19711
19716,S,Newark,DE,19716
19717,S,Newark,DE,19717
19718,U,Newark,DE,19713
19720,S,New Castle,DE,19720
19721,U,New Castle,DE,19720
19725,U,Newark,DE,19711
19726,U,Newark,DE,19711
19730,P,Odessa,DE,19730
19731,P,Port Penn,DE,19731
19732,P,Rockland,DE,19732
19733,P,Saint Georges,DE,19733
19734,S,Townsend,DE,19734
19735,S,Winterthur,DE,19735
19736,S,Yorklyn,DE,19736
19801,S,Wilmington,DE,19801
19802,S,Wilmington,DE,19802
19803,S,Wilmington,DE,19803
19804,S,Wilmington,DE,19804
19805,S,Wilmington,DE,19805
19806,S,Wilmington,DE,19806
19807,S,Wilmington,DE,19807
19808,S,Wilmington,DE,19808
19809,S,Wilmington,DE,19809
19810,S,Wilmington,DE,19810
19850,P,Wilmington,DE,19801
19880,P,Wilmington,DE,19801
19884,U,Wilmington,DE,19801
19885,U,Wilmington,DE,19801
19886,U,Wilmington,DE,19801
19890,U,Wilmington,DE,19801
19891,U,Wilmington,DE,19713
19892,U,Wilmington,DE,19720
19893,U,Wilmington,DE,19801
19894,U,Wilmington,DE,19801
19895,U,Wilmington,DE,19801
19896,U,Wilmington,DE,19802
19897,U,Wilmington,DE,19803
19898,U,Wilmington,DE,19801
19899,P,Wilmington,DE,19801
19901,S,Dover,DE,19901
19902,S,Dover AFB,DE,19902
19903,P,Dover,DE,19901
19904,S,Dover,DE,19904
19905,P,Dover,DE,19901
19906,S,Dover,DE,19901
19930,S,Bethany Beach,DE,19930
19931,S,Bethel,DE,19931
19933,S,Bridgeville,DE,19933
19934,S,Camden Wyoming,DE,19934
19936,P,Cheswold,DE,19936
19938,S,Clayton,DE,19938
19939,S,Dagsboro,DE,19939
19940,S,Delmar,DE,19940
19941,S,Ellendale,DE,19941
19943,S,Felton,DE,19943
19944,S,Fenwick Island,DE,19944
19945,S,Frankford,DE,19945
19946,S,Frederica,DE,19946
19947,S,Georgetown,DE,19947
19950,S,Greenwood,DE,19950
19951,S,Harbeson,DE,19951
19952,S,Harrington,DE,19952
19953,S,Hartly,DE,19953
19954,S,Houston,DE,19954
19955,P,Kenton,DE,19955
19956,S,Laurel,DE,19956
19958,S,Lewes,DE,19958
19960,S,Lincoln,DE,19960
19961,P,Little Creek,DE,19901
19962,S,Magnolia,DE,19962
19963,S,Milford,DE,19963
19964,S,Marydel,DE,19964
19966,S,Millsboro,DE,19966
19967,S,Millville,DE,19967
19968,S,Milton,DE,19968
19969,P,Nassau,DE,19958
19970,S,Ocean View,DE,19970
19971,S,Rehoboth Beach,DE,19971
19973,S,Seaford,DE,19973
19975,S,Selbyville,DE,19975
19977,S,Smyrna,DE,19977
19979,S,Viola,DE,19979
19980,P,Woodside,DE,19943
20001,S,Washington,DC,20001
20002,S,Washington,DC,20002
20003,S,Washington,DC,20003
20004,S,Washington,DC,20004
20005,S,Washington,DC,20005
20006,S,Washington,DC,20006
20007,S,Washington,DC,20007
20008,S,Washington,DC,20008
20009,S,Washington,DC,20009
20010,S,Washington,DC,20010
20011,S,Washington,DC,20011
20012,S,Washington,DC,20012
20013,P,Washington,DC,20024
20015,S,Washington,DC,20015
20016,S,Washington,DC,20016
20017,S,Washington,DC,20017
20018,S,Washington,DC,20018
20019,S,Washington,DC,20019
20020,S,Washington,DC,20020
20022,P,Washington,DC,20002
20023,P,Washington,DC,20003
20024,S,Washington,DC,20024
20026,S,Washington,DC,20019
20027,P,Washington,DC,20007
20029,P,Washington,DC,20019
20030,P,Washington,DC,20020
20032,S,Washington,DC,20032
20033,P,Washington,DC,20002
20035,P,Washington,DC,20036
20036,S,Washington,DC,20036
20037,S,Washington,DC,20037
20038,P,Washington,DC,20005
20039,P,Washington,DC,20011
20040,P,Washington,DC,20011
20041,P,Washington,DC,22003
20042,U,Washington,DC,20018
20043,P,Washington,DC,20005
20044,P,Washington,DC,20004
20045,S,Washington,DC,20045
20046,U,Washington,DC,20015
20047,U,Washington,DC,20015
20049,U,Washington,DC,20004
20050,P,Washington,DC,20018
20051,U,Washington,DC,20004
20052,U,Washington,DC,20052
20053,U,Washington,DC,20053
20055,U,Washington,DC,20001
20056,P,Washington,DC,20009
20057,U,Washington,DC,20057
20058,U,Washington,DC,20817
20059,U,Washington,DC,20001
20060,U,Washington,DC,20001
20061,U,Washington,DC,20018
20062,U,Washington,DC,20006
20063,U,Washington,DC,20036
20064,U,Washington,DC,20064
20065,U,Washington,DC,20024
20066,U,Washington,DC,20018
20067,U,Washington,DC,20006
20068,U,Washington,DC,20037
20069,U,Washington,DC,22031
20070,U,Washington,DC,22031
20071,U,Washington,DC,20005
20073,U,Washington,DC,20004
20074,U,Washington,DC,20018
20075,U,Washington,DC,20018
20076,U,Washington,DC,20015
20077,U,Washington,DC,20018
20078,U,Washington,DC,20018
20080,U,Washington,DC,20005
20081,U,Washington,DC,20005
20082,U,Washington,DC,20002
20088,P,Washington,DC,20016
20090,P,Washington,DC,20018
20091,P,Washington,DC,20001
20097,U,Washington,DC,20003
20098,U,Washington,DC,20018
20101,U,Dulles,VA,20166
20102,U,Dulles,VA,20166
20103,U,Dulles,VA,20166
20104,U,Dulles,VA,20166
20105,S,Aldie,VA,20105
20106,S,Amissville,VA,20106
20108,P,Manassas,VA,20110
20109,S,Manassas,VA,20109
20110,S,Manassas,VA,20110
20111,S,Manassas,VA,20111
20112,S,Manassas,VA,20112
20113,P,Manassas,VA,20111
20115,S,Marshall,VA,20115
20116,P,Marshall,VA,20115
20117,S,Middleburg,VA,20117
20118,P,Middleburg,VA,20118
20119,S,Catlett,VA,20119
20120,S,Centreville,VA,20120
20121,S,Centreville,VA,20121
20122,P,Centreville,VA,20120
20124,S,Clifton,VA,20124
20128,P,Orlean,VA,20115
20129,S,Paeonian Springs,VA,20129
20130,S,Paris,VA,20130
20131,P,Philomont,VA,20132
20132,S,Purcellville,VA,20132
20134,P,Purcellville,VA,20132
20135,S,Bluemont,VA,20135
20136,S,Bristow,VA,20136
20137,S,Broad Run,VA,20137
20138,P,Calverton,VA,20119
20139,P,Casanova,VA,20139
20140,P,Rectortown,VA,20144
20141,S,Round Hill,VA,20141
20142,P,Round Hill,VA,20141
20143,S,Catharpin,VA,20143
20144,S,Delaplane,VA,20144
20146,P,Ashburn,VA,20147
20147,S,Ashburn,VA,20147
20148,S,Ashburn,VA,20148
20149,U,Ashburn,VA,20147
20151,S,Chantilly,VA,20151
20152,S,Chantilly,VA,20152
20153,P,Chantilly,VA,20151
20155,S,Gainesville,VA,20155
20156,P,Gainesville,VA,20155
20158,S,Hamilton,VA,20158
20159,P,Hamilton,VA,20158
20160,P,Lincoln,VA,20132
20163,P,Sterling,VA,20164
20164,S,Sterling,VA,20164
20165,S,Sterling,VA,20165
20166,S,Sterling,VA,20166
20167,P,Sterling,VA,20164
20168,P,Haymarket,VA,20169
20169,S,Haymarket,VA,20169
20170,S,Herndon,VA,20170
20171,S,Herndon,VA,20171
20172,P,Herndon,VA,20170
20175,S,Leesburg,VA,20175
20176,S,Leesburg,VA,20176
20177,P,Leesburg,VA,20175
20178,P,Leesburg,VA,20175
20180,S,Lovettsville,VA,20180
20181,S,Nokesville,VA,20181
20182,P,Nokesville,VA,20181
20184,S,Upperville,VA,20184
20185,P,Upperville,VA,20184
20186,S,Warrenton,VA,20186
20187,S,Warrenton,VA,20187
20188,P,Warrenton,VA,20186
20189,S,Dulles,VA,20166
20190,S,Reston,VA,20190
20191,S,Reston,VA,20191
20192,U,Herndon,VA,20191
20194,S,Reston,VA,20194
20195,P,Reston,VA,20190
20196,U,Reston,VA,20191
20197,S,Waterford,VA,20197
20198,S,The Plains,VA,20198
20201,U,Washington,DC,20024
20202,U,Washington,DC,20202
20203,U,Washington,DC,20036
20204,U,Washington,DC,20204
20206,U,Washington,DC,22302
20207,U,Washington,DC,20814
20208,U,Washington,DC,20001
20210,U,Washington,DC,20004
20211,U,Washington,DC,20001
20212,U,Washington,DC,20002
20213,U,Washington,DC,20004
20214,U,Washington,DC,20018
20215,U,Washington,DC,20004
20216,U,Washington,DC,20004
20217,U,Washington,DC,20001
20218,U,Washington,DC,20006
20219,U,Washington,DC,20024
20220,U,Washington,DC,20005
20221,U,Washington,DC,20004
20222,U,Washington,DC,20005
20223,U,Washington,DC,20036
20224,U,Washington,DC,20004
20226,U,Washington,DC,20006
20227,U,Washington,DC,20004
20228,U,Washington,DC,20228
20229,U,Washington,DC,20004
20230,U,Washington,DC,20230
20232,U,Washington,DC,20009
20233,U,Washington,DC,20746
20235,U,Washington,DC,20009
20237,U,Washington,DC,20024
20238,U,Washington,DC,20036
20239,U,Washington,DC,20004
20240,U,Washington,DC,20240
20241,U,Washington,DC,20037
20242,U,Washington,DC,20011
20244,U,Washington,DC,20018
20245,U,Washington,DC,20245
20250,U,Washington,DC,20024
20251,U,Washington,DC,20024
20254,U,Washington,DC,20024
20260,S,Washington,DC,20260
20261,U,Washington,DC,20024
20262,U,Washington,DC,20018
20265,U,Washington,DC,20024
20266,U,Washington,DC,20024
20268,U,Washington,DC,20005
20270,U,Washington,DC,20001
20277,U,Washington,DC,20024
20289,U,Washington,DC,20024
20299,U,Washington,DC,20018
20301,U,Washington,DC,22202
20303,U,Washington,DC,20018
20306,U,Washington,DC,20012
20307,U,Washington,DC,20307
20310,U,Washington,DC,22202
20314,U,Washington,DC,20001
20317,U,Washington,DC,20317
20318,U,Washington,DC,20018
20319,U,Washington,DC,20319
20330,U,Washington,DC,22202
20340,U,Washington,DC,20032
20350,U,Washington,DC,22202
20355,U,Washington,DC,20018
20370,U,Washington,DC,20003
20372,U,Washington,DC,20037
20373,U,Naval Anacost Annex,DC,20373
20374,S,Washington Navy Yard,DC,20003
20375,U,Washington,DC,20032
20376,S,Washington Navy Yard,DC,20003
20380,U,Washington,DC,20003
20388,S,Washington Navy Yard,DC,20003
20389,U,Washington,DC,20746
20390,U,Washington,DC,20390
20391,S,Washington Navy Yard,DC,20003
20392,U,Washington,DC,20007
20393,U,Washington,DC,20016
20394,U,Washington,DC,20016
20395,U,Washington,DC,20746
20398,S,Washington Navy Yard,DC,20003
20401,U,Washington,DC,20002
20402,U,Washington,DC,20002
20403,U,Washington,DC,20024
20404,U,Washington,DC,20002
20405,U,Washington,DC,20405
20406,U,Washington,DC,22202
20407,U,Washington,DC,20002
20408,U,Washington,DC,20004
20409,U,Washington,DC,20746
20410,U,Washington,DC,20024
20411,U,Washington,DC,20024
20412,U,Washington,DC,20004
20413,U,Washington,DC,20004
20414,U,Washington,DC,20024
20415,U,Washington,DC,20006
20416,U,Washington,DC,20024
20417,U,Washington,DC,20024
20418,U,Washington,DC,20418
20419,U,Washington,DC,20005
20420,U,Washington,DC,20005
20421,U,Washington,DC,20005
20422,U,Washington,DC,20010
20423,U,Washington,DC,20004
20424,U,Washington,DC,20004
20425,U,Washington,DC,20001
20426,U,Washington,DC,20002
20427,U,Washington,DC,20427
20428,U,Washington,DC,20009
20429,U,Washington,DC,20006
20431,U,Washington,DC,20006
20433,U,Washington,DC,20006
20434,U,Washington,DC,20006
20435,U,Washington,DC,20007
20436,U,Washington,DC,20004
20437,U,Washington,DC,20037
20439,U,Washington,DC,20006
20440,U,Washington,DC,20009
20441,U,Washington,DC,20009
20442,U,Washington,DC,20001
20444,U,Washington,DC,20001
20447,U,Washington,DC,20024
20451,U,Washington,DC,20006
20453,U,Washington,DC,22202
20456,U,Washington,DC,20006
20460,U,Washington,DC,20024
20463,U,Washington,DC,20004
20468,U,Washington,DC,20004
20469,U,Washington,DC,20006
20470,U,Washington,DC,20004
20472,U,Washington,DC,20024
20500,S,Washington,DC,20005
20501,U,Washington,DC,20005
20502,U,Washington,DC,20005
20503,U,Washington,DC,20006
